status,title,content,fact,references,tanggal,conclusion
Salah,Habib Rizieq Shihab Serukan Coblos Jokowi,Video sumber berisikan konten Habib Rizieq Shihab yang menyerukan mencoblos Jokowi saat Pemilu 2019. Video berdurasi 18 detik.,"Video yang memperlihatkan Habib Rizieq Shihab, Imam Besar Front Pembela Islam (FPI), menyerukan untuk mencoblos Calon Presiden Nomor Urut 01, Joko Widodo, tersebar melalui media pesan Whatsapp. Dalam video dengan durasi 18 detik itu, Rizieq terlihat menyerukan Jokowi kepada semua orang yang menonton video tersebut.

Melalui penelusuran, diketahui bahwa video tersebut merupakan hasil suntingan dari video Youtube di channel Front TV. Video asal suntingannya berjudul “Pemilu Jujur dan Adil - Habib Rizieq Syihab Riyadh KSA” yang diunggah pada tanggal 29 Maret 2019.

Dalam video tersebut berisikan tudingan Rizieq kepada Kementerian Luar Negeri yang telah berupaya untuk memenangkan Capres Nomor Urut 01. Panjang video itu ialah 16:55 menit. Adapun, bagian yang diambil sebagai bagian suntingan ialah pada menit 3:49-3:55, 5:24-5:28, 6:42-6:45, dan 6:47.

Adapun, empat bagian itu disusun dalam durasi 19 detik. Susunan potongan video itu dimulai dari menit 6:47, 6:42-6:45, 3:49-3:55, dan bagian terakhir ialah 5:24-5:28.

Pihak Rizieq pun juga sudah memberikan klarifikasi terkait video suntingan tersebut. Adapun, klarifikasi tersebut diunggah dalam video di channel Front TV dengan judul “Heboh Video Habib Rizieq Dukung Jokowi” yang diunggah pada tanggal 16 April 2019. Dalam, video berdurasi 5:46 menit itu, Rizieq Shihab memaparkan analisis atas video suntingan tersebut.

Selain itu, Pengacara Habib Rizieq, Eggi Sudjana, memastikan bahwa video tersebut adalah hoaks. Ia pun mengatakan bahwa video berdurasi 18 detik itu merupakan hasil editan.

Eggi mengatakan, pengedit video tersebut mengambil video-video pernyataan Habib Rizieq untuk kemudian dikompilasi dan kemudian dibuat seolah-olah memberikan dukungan terhadap paslon 01.

“Dan yang kedua, yang perlu dilihat, Habib Rizieq kan sudah memberikan suaranya di TPS di Arab Saudi, pilihan Habib Rizieq jelas kepada Prabowo-Sandi,” tutur Eggi pada Selasa, 16 April 2019.","https://www.facebook.com/groups/fafhh/permalink/876128486053021/ 
https://turnbackhoax.id/2019/04/18/salah-habib-rizieq-shihab-serukan-coblos-jokowi/ 
https://www.youtube.com/watch?v=xFxAXurQnII
https://www.youtube.com/watch?v=chOGEWZ3lic&t=260s 
https://news.detik.com/berita/d-4512630/viral-video-habib-rizieq-dukung-jokowi-pengacara-itu-editan-cebi-biadab
http://news.rakyatku.com/read/147708/2019/04/16/geram-video-habib-rizieq-dukung-jokowi-beredar-pengacara-fitnah-biadab",2019-04-18,"Dari penjelasan tersebut, maka video Rizieq Shihab yang menyerukan untuk mencoblos Capres Nomor Urut 01 Jokowi merupakan video manipulasi. Atas dasar itu, maka video itu masuk kategori manipulated content."
Salah,Pesan WhatsApp Tawaran Penerimaan Mahasiswa Baru Unesa,Assalamualaikum Bapak Bapak RT Adakah pemuda sekitar panjenengan yang kemarin belom lolos masuk kuliah ke unesa atau adakah lulusan SMA yang ingin kuliah di Unesa dan belum … Jika ada japri hari ini nggih maturnuwun Nanti akan kami bantu mengkomunikasikan dan merekomendasikan sebagai warga sekitar unesa,"Artikel disadur dari situs resmi Unesa.

Beredar pesan WhatsApp mengatasnamakan Universitas Negeri Surabaya (Unesa). Pesan tersebut menawarkan bantuan untuk berkuliah di Unesa dengan rekomendasi sebagai warga sekitar Unesa.

Faktanya, Rektor Unesa memberikan klarifikasi bahwa pesan WhatsApp penawaran masuk Unesa di sekitar wilayah Unesa adalah tidak benar. Proses penerimaan mahasiswa baru di Unesa melalui jalu-jalur yang telah ditentukan seperti jalur SNBP, UTBK-SNBT dan jalur Mandiri atau SPMB.

Saat ini jalur yang masih dibuka yaitu jalur TMUBK gelombang II dibuka dari 13 Juli 2024 hingga 23 Juli 2024. Selain jalur di atas dipastikan modus penipuan. Informasi pendaftaran mahasiswa baru dapat diakses melalui media sosial resmi Unesa atau admisi.unesa.ac.id.

Unesa mengimbau kepada masyarakat berhati-hati terhadap penerimaan mahasiswa baru melalui WhatsApp mengatasnamakan pimpinan atau rektor Unesa karena merupakan kategori konten tiruan.",https://unesa.ac.id/pimpinan-unesa-pastikan-informasi-penawaran-kemudahan-masuk-unesa-itu-hoaks,2024-07-23,Unesa mengklarifikasi bahwa pesan tersebut modus penipuan. Jalur masuk Unesa hanya melalui proses-proses yang ditentukan.
Salah,Pasien Berstatus Positif Covid-19 di Wilayah Tiban Melarikan Diri,"Hati-hati Tiban Koperasi ada yang positif Covid-19 Blok K, Ruli, atas nama Ikhwannudin asal …. usia 25 tahun lab positif tapi pasien tidak kooperatif, tidak terbuka. Jadi mohon lebih hati-hari buat yang lainnya ya. Safety health kalau ke luar rumah, pakek masker karena Tiban sudah ada yang positif, untuk keluarganya sekarang masih dicari karena belum ada info ke mana. Semoga aja sudah ikut diisolasi ya. Awalnya korban baru pulang dari Malaysia dan periksa ke RS Elisabet terus dirujuk ke RSOB dan hasil lab positif…sekian info dari perangkat RT kami ===","Viral sebuah pesan berantai yang menyebut bahwa telah melarikan diri seorang pasien berstatus positif virus corona atau Covid-19 di wilayah Tiban, Batam. Menurut pesan yang beredar, masyarakat diminta waspada apabila ingin keluar rumah mengingat tidak diketahuinya keberadaan pasien.

Pasca beredarnya informasi yang cukup membuat resah masyarakat Tiban tersebut, pihak terkait pun akhirnya angkat bicara. Melansir dari suryakepri.com, Dinas Kesehatan (Dinkes) Kota Batam menyatakan bahwa pesan viral tersebut adalah tidak benar alias hoaks. Kepala Dinkes Kota Batam, Didi Kusmarjadi menyatakan hingga saat ini pasien terkonfirmasi positif Covid-19 di Batam masih berjumlah 10 orang.

“Belum. Masih 10 orang. Kalau bukan kami yang umumkan artinya hoaks,” tegas Didi.

Senada dengan Kadinkes Kota Batam, pernyataan serupa juga dilontarkan oleh Juru Bicara Percepatan Penanganan Covid-19 Azril Apriansyah. Azril menegaskan hingga saat ini belum terdapat penambahan jumlah pasien positif Covid-19 di Batam.

“Info yang saya dapat masih seperti kemarin, belum ada penambahan yang positif. Itu belum didukung data yang benar,” jelasnya.",https://www.instagram.com/p/B-y2LHygOHM/embed/captioned/?cr=1&v=12&wp=592&rd=https%3A%2F%2Fturnbackhoax.id&rp=%2F2020%2F04%2F11%2Fsalah-pasien-berstatus-positif-covid-19-di-wilayah-tiban-melarikan-diri%2F,2020-04-11,"Masyarakat Tiban dikejutkan dengan viralnya sebuah pesan yang menyebut bahwa telah melarikan diri seorang pasien berstatus positif virus corona atau Covid-19 di wilayah Tiban, Batam. Namun hal tersebut mendapat bantahan langsung dari Dinas Kesehatan setempat dan petugas Percepatan Penanganan Covid-19 wilayah Batam."
Salah,Banyak yang pingsan saat mengantri untuk membeli AC mini Jepang di Tunjungan Plaza”,Akun Facebook Rusida Rahim (fb.com/100086405506174) pada 23 Oktober 2022 mengunggah beberapa gambar yang salah satunya memperlihatkan seorang wanita pingsan dengan narasi sebagai berikut: Pemandangan yang belum pernah terjadi sebelumnya di Tunjungan Plaza. Banyak yang pingsan saat mengantri untuk membeli AC mini Jepang di Tunjungan Plaza ,"Berdasarkan hasil penelusuran, adanya foto seorang wanita yang pingsan yang diklaim karena mengantri untuk membeli AC mini Jepang di Tunjungan Plaza, Surabaya merupakan klaim yang menyesatkan.

Faktanya, bukan pingsan karena mengantri di Tunjungan Plaza, Surabaya. Wanita di foto itu jatuh pingsan di tengah aksi unjukrasa yang digelar di Balai Desa Gumulan, Kecamatan Kesamben, Kabupaten Jombang pada Kamis, 16 Juni 2022.

Foto yang asli dimuat di artikel berjudul “Perempuan Pingsan Saat Ikuti Aksi Kasus Dugaan Pungli” yang terbit di situs jtvbojonegoro.com pada 17 Juni 2022.

Dilansir dari artikel tersebut, seorang Ibu muda ini mendadak jatuh pingsan di tengah aksi unjukrasa yang digelar di Balai Desa Gumulan, Kecamatan Kesamben, Kabupaten Jombang, pada Kamis (16/06/2022). Sejumlah pengunjukrasa lainnya tampak panik dan langsung mengevakuasi perempuan ini ke salah satu ruangan di Balai Desa.",https://www.jtvbojonegoro.com/2022/06/perempuan-pingsan-saat-ikuti-aksi-kasus.html,2022-11-03,"BUKAN pingsan karena mengantri di Tunjungan Plaza, Surabaya. Wanita di foto itu jatuh pingsan di tengah aksi unjukrasa yang digelar di Balai Desa Gumulan, Kecamatan Kesamben, Kabupaten Jombang pada Kamis, 16 Juni 2022."
Salah,Indonesia Banjir Seperti Tsunami 7 Agustus 2024,MERINDING!! INDONESIA MENDADAK BANJIR SEPERTI TSUNAMI HARI INI 7 AGUSTUS 2024,"Pada 7 Agustus 2024 lalu muncul sebuah unggahan video di Youtube memberikan sebuah klaim pada judul Indonesia mendadak banjir seperti tsunami hari ini 7 Agustus 2024.

Namun, ternyata narator hanya membacakan sebuah artikel yang diunggah oleh CNN yang berjudul “10 Ribu Warga Terdampak Banjir Imbas Luapan 2 Sungai di Wajo Sulsel”. Dalam artikel tersebut tidak dijelaskan bahwa terjadi banjir seperti tsunami yang melanda Indonesia.

Dilansir dari CNN, Lebih dari 10 ribu warga di enam desa dan empat kelurahan Kecamatan Pitumpanua, Kabupaten Wajo, Sulawesi Selatan terdampak banjir, akibat luapan air Sungai Awo dan Sungai Siwa setelah diguyur hujan deras, pada Selasa (6/8/2024).

Hujan dengan intensitas sedang hingga lebat terjadi sejak Sabtu (3/8/2024) sampai Selasa (6/8/2024), mengakibatkan debit air di Sungai Awo dan Sungai Siwa meluap, karena tidak dapat menampung debit air yang tinggi. Hal tersebut membuat air memasuki kawasan pemukiman di 6 desa, dan meluas di 4 kelurahan. Ketinggian air mencapai 120 cm. Kondisi air di 6 desa tersebut sudah mulai surut, namun kondisi banjir di 4 kelurahan masih bertahan hingga sekarang.

Dari temuan tersebut dapat disimpulkan bahwa klaim yang mengatakan Indonesia mendadak banjir seperti tsunami adalah salah. Faktanya hujan yang melanda wilayah Pitumpanua, Wajo, Sulawesi Selatan hanya menyebabkan banjir setinggi 120 cm.","https://www.cnnindonesia.com/nasional/20240807125450-20-1130243/10-ribu-warga-terdampak-banjir-imbas-luapan-2-sungai-di-wajo-sulsel 
",2024-08-12,"Klaim yang mengatakan Indonesia mendadak banjir seperti tsunami adalah salah. Faktanya hujan yang melanda wilayah Pitumpanua, Wajo, Sulawesi Selatan hanya menyebabkan banjir setinggi 120 cm."
Salah, Tidak Benar Sertifikasi Halal McDonald’s di Seluruh Penjuru Negeri Dicabut MJC,"Liputan6.com, Jakarta- Cek Fakta Liputan6.com mendapati klaim sertifikasi halal McDonalds di seluruh penjuru negeri dicabut MJC, kabar tersebut dibagikan lewat aplikasi percakapan WhatsApp. Klaim MJC cabut sertifikasi halal McDonalds di seluruh penjuru negeri dicabut MJC berupa tulisan sebagai berikut. Dengan dicabutnya sertifikat HALAL oleh Amerika sendiri, maka Mc Donald menjadi tidak halal lagi... AMERIKA TELAH MENCABUT SERTIFIKAT HALAL TERHADAP PRODUK2 MC DONALD. =================== BERITA PENTING Dewan Yudisial Muslim (MJC) dan IQSA telah mencabut sertifikasi dari McDonald, KFC, dominos &amp; Pizza Hut``` Menurut kajian staf dapur di Florida, Amerika, bahan2 McDonald telah memperlihatkan bukti positif mengandung bahan dari daging babi yg disebut LM10 yg digunakan di dlm mayones McDonald. Para pejabat resmi McDonald Afrika Selatan telah memastikan bhw slruh bahan baku saus diimpor dari Amerika. Para pelanggan Muslim dihimbau utk tdk mengkonsumsi McDonald. Dewan Yudisial Muslim (MJC) dan IQSA juga telah menarik sertifikasi di slruh penjuru negeri. Ini sekrg mjd tugas anda memberitahukan org lain.... Jgn abaikan pesan ini, krn Anda akan brdosa jika tdk ikut menyebarkankannya kpd org lain. Mrk yg memakannya berarti makan makanan haram. Jadi mohon beritahukanlah kpd yg lainnya. BER-PESAN2 DEMI KESEJAHTERAAN DUNIA &amp; AKHIRAT dari : Dr. Muhammad Yanis Musja, Apt. Ketua Lembaga Halal Indonesia Dengan dicabutnya sertifikat HALAL oleh Amerika sendiri, maka Mc Donald menjadi tidak halal lagi. Benarkah klaim sertifikasi halal McDonalds di seluruh penjuru negeri dicabut MJC? Simak penelusuran Cek Fakta Liputan6.com.","Cek Fakta Liputan6.com menelusuri klaim sertifikasi halal McDonald’s di seluruh penjuru negeri dicabut MJC, dalam situs resmi Muslim Judicial Council Halal Trust (MJCHT) menyebutkan McDonald’s menyadang status halal.
Lembaga Pengawasan Obat-obatan, Makanan dan Kosmetika Majelis Ulama Indonesia ( LPPOM MUI) pun telah memberikan klarifikasi terkait dicabutnya sertifikasi halal McDonald’s. Dalam tulisan berjudul ""Klarifikasi Hoax MCD, KFC, Domino’s, dan Pizza Hut"" yang dimuat situs halalmui.org.
Berikut isinya:
Assalamu’alaikum wr. wb.
Segala Puji bagi Allah SWT yang selalu memberikan Rahmat dan Lindungan-Nya dalam setiap aktivitas yang kita  kerjakan dan semoga segala kebaikan tetap bersama kita.
Menyikapi isu yang berkembang di masyarakat perihal adanya kandungan babi yaitu LM 10 di dalam mayonaise pada menu-menu restoran McDonald’s, KFC, Domino’s Pizza, dan Pizza Hut, dengan ini kami sampaikan bahwa:
1. Isu tersebut merupakan isu yang ditujukan kepada restoran McDonald, KFC, Domino’s Pizza, dan Pizza Hut di Amerika dan Afrika Selatan bukan di Indonesia. 
2. Berdasarkan hasil audit/penelusuran bahan tidak ditemukan adanya kandungan babi sehingga MUI mengeluarkan sertifikat halal/ketetapan halal dengan rincian sebagai berikut:       
             a. Restoran McDonald’s, dengan nomor Sertifikat Halal MUI ID00410000002031019 melalui pemeriksaan LPH LPPOM MUI. 
             b. Restoran KFC, dengan nomor Sertifikat Halal MUI ID00420000185770121 melalui pemeriksaan LPH LPPOM MUI.
             c. Restoran Domino’s Pizza, dengan nomor Sertifikat Halal MUI ID00420000187430621 melalui pemeriksaan LPH LPPOM MUI.
             d. Restoran Pizza Hut, dengan nomor Sertifikat Halal MUI ID00410000275770621 melalui pemeriksaan LPH LPPOM MUI.
 
 ","https://mjchalaaltrust.co.za/halal-status-mcdonalds-sa/?fbclid=IwAR11PMiJIZj9RzG73xN2fbvjOIUcUB4-XrDlTxoo-8zqGycuVF44or7a4rY
https://halalmui.org/klarifikasi-hoax-mcd-kfc-dominos-dan-pizza-hut/
 ",2023-06-26,"Hasil penelusuran Cek Fakta Liputan6.com klaim sertifikasi halal McDonald’s di seluruh penjuru negeri dicabut MJC tidak benar.
Dalam situs resmi Muslim Judicial Council Halal Trust (MJCHT) menyebutkan McDonald’s menyadang status halal.
 "
Salah,Akun Twitter Investasi Terra Luna,"Beredar sebuah akun Twitter dengan nama pengguna Terra_LunaC. Akun tersebut menggunakan logo investasi Terra Luna sebagai foto profil dan mengunggah informasi terkait fitur Terra Luna Classic. Berdasarkan hasil penelusuran, akun tersebut merupakan akun palsu. Investasi Terra Luna melalui akun Twitter resminya yang telah terverifikasi menegaskan bahwa pihaknya hanya akan mengunggah segala informasi di akun Twitter resmi (https://twitter.com/terra_money) yang telah terverifikasi. Lebih lanjut, pihak Terra Luna juga mengimbau kepada masyarakat untuk waspada terhadap usaha-usaha penipuan yang mengatasnamakan Terra Luna. Dengan demikian, akun Twitter yang mengatasnamakan investasi Terra Luna tersebut dapat dikategorikan sebagai Konten Tiruan/Imposter Content.","Beredar sebuah akun Twitter dengan nama pengguna “Terra_LunaC”. Akun tersebut menggunakan logo investasi Terra Luna sebagai foto profil dan mengunggah informasi terkait fitur Terra Luna Classic.

Berdasarkan hasil penelusuran, akun tersebut merupakan akun palsu. Investasi Terra Luna melalui akun Twitter resminya yang telah terverifikasi menegaskan bahwa pihaknya hanya akan mengunggah segala informasi di akun Twitter resmi (https://twitter.com/terra_money) yang telah terverifikasi. Lebih lanjut, pihak Terra Luna juga mengimbau kepada masyarakat untuk waspada terhadap usaha-usaha penipuan yang mengatasnamakan Terra Luna.

Dengan demikian, akun Twitter yang mengatasnamakan investasi Terra Luna tersebut dapat dikategorikan sebagai Konten Tiruan/Imposter Content.
","https://twitter.com/terra_money/status/1525821041586556929 (https://archive.ph/9XODy)
https://www.cnbcindonesia.com/tech/20220520075333-37-340346/hati-hati-penipuan-berkedok-ganti-rugi-investasi-terra-luna
",2022-05-29,"Hasil Periksa Fakta Khairunnisa A.

Akun palsu. Faktanya, investasi Terra Luna melalui akun Twitter resminya yang telah terverifikasi menegaskan bahwa pihaknya hanya akan mengunggah segala informasi di akun Twitter resmi (https://twitter.com/terra_money) yang telah terverifikasi."
Salah,"Mahfud MD Buat PPATK Tantang Kapolri atas Kasus Sosok T” Pengendali Judi Online 
",GEGER MALAM INI..!!! MAHFUD NAIK PITAM HINGGA PPATK TANTANG NYALI KAPOLRI ,"Beredar sebuah video di Youtube yang membagikan sebuah klaim pada judul yang mengklaim jika Mahfud MD naik pitam karena kasus sosok pengendali judi online inisial “T” dan atas kemarahan Mahfud MD ini akhirnya membuat PPATK menantang Kapolri. 

Saat disimak lebih lanjut isi video tersebut hanya membacakan ulang sebuah artikel terbitan Tribun News yang berjudul “Jawaban Mahfud MD saat Ditanya soal Sosok T Pengendali Judi Online: Saya Sekarang Bukan Menteri”.

Faktanya dalam artikel tersebut dijelaskan jika Mahfud MD tidak ingin memberikan opininya terkait dengan kasus inisial “T” ini. Alasan Mahfud menolak menjawab soal sosok T itu karena dirinya sekarang ini sudah tidak lagi menjabat sebagai Menko Polhukam, sehingga ia merasa tidak berwenang untuk membicarakan hal tersebut karena tak lagi menjadi pejabat negara,

Hingga akhir video tidak ditemukan penjelasan lain yang mendukung klaim pada judul unggahan Youtube tersebut. Tidak ada bukti jika PPATK menantang Kapolri terkait kemarahan dari Mahfud MD.","https://www.tribunnews.com/nasional/2024/07/28/jawaban-mahfud-md-saat-ditanya-soal-sosok-t-pengendali-judi-online-saya-sekarang-bukan-menteri#:~:text=TRIBUNNEWS.COM%20%2D%20Eks%20Menteri%20Koordinator,pengendali%20judi%20online%20di%20Indonesia",2024-08-13,"Faktanya dalam isi pembahasan hanya dijelaskan jika Mahfud MD tidak ingin memberikan opininya terkait dengan kasus inisial “T” ini, sehingga klaim yang diberikan pada judul unggahan Youtube tersebut tidak benar.

"
Salah,Tetesan Jeruk Nipis Dapat Mengobati Mata,"Akun Facebook dengan nama pengguna Sri Mulatsih (https://www.facebook.com/sri.mulatsih.9849) dalam forum SAHABAT SIDOARJO (https://www.facebook.com/groups/802187623835226/?ref=share) menyebarkan ulang sebuah video dari akun Bapontar Adventure (https://www.facebook.com/toursulawesi/). Dalam video tersebut, tampak seseorang meneteskan jeruk nipis ke mata dan mengklaim bahwa tetesan jeruk nipis dapat mengobati mata dari minus atau rabun jauh.","Berdasarkan hasil penelusuran, tidak ada bukti ilmiah bahwa jeruk nipis dapat mengobati mata. Jeruk nipis memang mengandung vitamin C yang merupakan antioksidan bagi mata, namun manfaat tersebut hanya akan didapatkan jika air perasan jeruk nipis dikonsumsi, bukan diteteskan ke mata.

Lebih lanjut, melansir dari Kompas.com, Ketua Kelompok Staf Medis Vitreoretina Pusat Mata Nasional RS Cicendo Bandung, dr.Grimaldi Ihsan,SpM(K) menjelaskan bahwa jeruk nipis mengandung asam sitrat yang dapat menyebabkan iritasi dan kerusakan pada lapisan mata. Meneteskan jeruk nipis ke mata juga berpotensi menimbulkan infeksi jika jeruk nipis yang digunakan tidak bersih.

Dengan demikian, narasi yang diunggah oleh akun Facebook dengan nama pengguna “Sri Mulatsih” dalam forum “SAHABAT SIDOARJO” tersebut dapat dikategorikan sebagai Konten yang Menyesatkan/Misleading Content.","https://www.klikdokter.com/info-sehat/read/3210616/benarkah-tetes-jeruk-nipis-ampuh-atasi-mata-minus
https://www.kompas.com/tren/read/2021/10/11/192900565/-hoaks-meneteskan-air-jeruk-nipis-ke-mata-untuk-mengurangi-minus",2021-10-14,"Hasil Periksa Fakta Khairunnisa Andini (Universitas Diponegoro).

Faktanya, jeruk nipis mengandung asam sitrat yang dapat menyebabkan iritasi dan kerusakan pada lapisan mata."
Salah,Video Wanita Tak Bermasker Menolak untuk Duduk Bersebelahan dengan Pria yang Belum Divaksin,Unmasked Karen demands the attendant move an unvaxxed man in the seat next to hers because she doesnt want to breathe his oxygen. The LEGENDARY pilot comes in and tells her his flight DOES NOT DISCRIMINATE and tells her to leave the plane. Karen yang tidak bermasker meminta pramugari memindahkan pria yang tidak divaksin yang duduk di sebelahnya karena dia tidak mau menghirup oksigen sang pria. Pilot legendaris pun datang dan memberitahukan wanita tersebut bahwa penerbangannya tidak mendiskriminasi dan memintanya untuk meninggalkan pesawat.,"Akun Twitter OntarioDoctor (@DoctorOntario) mengunggah cuitan berupa video yang diberi narasi bahwa wanita bernama Karen yang tidak memakai masker dalam video itu menolak untuk duduk bersebelahan dengan pria yang tidak divaksin di dalam sebuah maskapai penerbangan. Video yang diunggah pada 3 November 2021 itu mendapat atensi berupa 615 retweet, 1.720 suka, dan 372 balasan.

Berdasarkan hasil penelusuran, video tersebut merupakan potongan video dari film pendek berjudul “COVID flight” yang dirilis pada 1 November 2021. Film yang disutradarai oleh Richard Williams atau Prince Ea pertama kali diunggah di akun Facebook pribadinya (Prince Ea) pada 2 November 2021 mengundang banyak atensi. Mengutip dari CNN, Andrew Easton, direktur pendiri J.A.R.E. Airline Training Partnership membenarkan bahwa perusahaannya telah menyewakan Boeing 737 untuk keperluan syuting film pendek “COVID flight”.

“The footage is definitely the result of filming by our friends from JPC Film.”

“Rekaman itu adalah jelas hasil syuting oleh teman-teman kami dari JPC Film,” jelas Easton.

Dari berbagai fakta di atas, cuitan akun Twitter OntarioDoctor (@DoctorOntario) dikategorikan sebagai Konteks yang Salah.","https://www.imdb.com/title/tt15869714/fullcredits/?ref_=tt_cl_sm
https://www.facebook.com/PrinceEa/videos/1319165551872455
https://edition.cnn.com/2021/11/13/politics/fact-check-vaccinated-plane-tantrum-video-prince-ea/index.html
",2021-11-30,"Hasil Periksa Fakta Renanda Dwina Putri (Anggota Komisariat MAFINDO Universitas Pendidikan Indonesia)

Faktanya, video itu adalah potongan film pendek berjudul “COVID flight” dan bukan kejadian yang benar-benar terjadi."
Salah,Akun Facebook @JusufHamkaOfficial888 Bagikan Konten Berhadiah Dengan Syarat Hubungi Nomor WA,Hubungi Whatsapp tel:085762386640,"Beredar akun Facebook @JusufHamkaOfficial888 yang mengunggah konten berbagi hadiah dengan mengatasnamakan Jusuf Hamka. Unggahan tersebut menampilkan cuplikan-cuplikan video Jusuf Hamka dengan beberapa syarat atau permainan yang kemudian diarahkan untuk menghubungi nomor Whatsapp.

Setelah dilakukan penelusuran, ternyata akun di atas bukan milik Jusuf Hamka. Dilansir dari http://turnbackhoax.id, Jusuf Hamka membantah melakukan konten berbagi hadiah di Facebook. Jusuf Hamka menyampaikan melalui unggahan di Instagram pribadinya hanya memiliki dua akun media sosial yaitu Instagram @jusufhamka dan Tiktok @mohjusufhamka_official.

Dengan demikian, akun Facebook di atas bukanlah milik Jusuf Hamka dan bisa dikatakan sebagai tindakan penipuan sehingga masyarakat dihimbau untuk hati-hati.","https://turnbackhoax.id/2024/07/18/penipuan-jusuf-hamka-berikan-uang-untuk-membangun-rumah/

https://turnbackhoax.id/2024/06/26/penipuan-jusuf-hamka-bagikan-uang-52-juta-dengan-tebak-nama-hari/

https://turnbackhoax.id/2024/06/26/penipuan-jusuf-hamka-berbagi-uang-di-facebook/",2024-07-26,Akun tersebut bukanlah milik Jusuf Hamka. Akun media sosial Jusuf Hamka hanya dua di Tiktok dan Instagram. Masyarakat dihimbau untuk hati-hati dengan konten seperti ini karena termasuk tindakan penipuan.
